run_id,vg,vd,id,v_vth0
5,0.0,1.85,-1.8513752e-12,0.3124117712333046
5,0.01,1.85,-1.8513752e-12,0.3124117712333046
5,0.02,1.85,-1.8513752e-12,0.3124117712333046
5,0.03,1.85,-1.8513752e-12,0.3124117712333046
5,0.04,1.85,-1.8513752e-12,0.3124117712333046
5,0.05,1.85,-1.8513752e-12,0.3124117712333046
5,0.06,1.85,-1.8513752e-12,0.3124117712333046
5,0.07,1.85,-1.8513752e-12,0.3124117712333046
5,0.08,1.85,-1.8513752e-12,0.3124117712333046
5,0.09,1.85,-1.8513752e-12,0.3124117712333046
5,0.1,1.85,-1.8513752e-12,0.3124117712333046
5,0.11,1.85,-1.8513752e-12,0.3124117712333046
5,0.12,1.85,-1.8513752e-12,0.3124117712333046
5,0.13,1.85,-1.8513752e-12,0.3124117712333046
5,0.14,1.85,-1.8513752e-12,0.3124117712333046
5,0.15,1.85,-1.8513752e-12,0.3124117712333046
5,0.16,1.85,-1.8513752e-12,0.3124117712333046
5,0.17,1.85,-1.8513752e-12,0.3124117712333046
5,0.18,1.85,-1.8513752e-12,0.3124117712333046
5,0.19,1.85,-1.8513752e-12,0.3124117712333046
5,0.2,1.85,-1.8513752e-12,0.3124117712333046
5,0.21,1.85,-1.8513752e-12,0.3124117712333046
5,0.22,1.85,-1.85137521e-12,0.3124117712333046
5,0.23,1.85,-1.85137523e-12,0.3124117712333046
5,0.24,1.85,-1.85137528e-12,0.3124117712333046
5,0.25,1.85,-1.85137541e-12,0.3124117712333046
5,0.26,1.85,-1.85137579e-12,0.3124117712333046
5,0.27,1.85,-1.85137685e-12,0.3124117712333046
5,0.28,1.85,-1.85137977e-12,0.3124117712333046
5,0.29,1.85,-1.85138785e-12,0.3124117712333046
5,0.3,1.85,-1.85141025e-12,0.3124117712333046
5,0.31,1.85,-1.8514723e-12,0.3124117712333046
5,0.32,1.85,-1.85164417e-12,0.3124117712333046
5,0.33,1.85,-1.85212024e-12,0.3124117712333046
5,0.34,1.85,-1.85343867e-12,0.3124117712333046
5,0.35,1.85,-1.85708907e-12,0.3124117712333046
5,0.36,1.85,-1.86719209e-12,0.3124117712333046
5,0.37,1.85,-1.89513515e-12,0.3124117712333046
5,0.38,1.85,-1.97233533e-12,0.3124117712333046
5,0.39,1.85,-2.18523268e-12,0.3124117712333046
5,0.4,1.85,-2.77058024e-12,0.3124117712333046
5,0.41,1.85,-4.37201087e-12,0.3124117712333046
5,0.42,1.85,-8.71813491e-12,0.3124117712333046
5,0.43,1.85,-2.03613846e-11,0.3124117712333046
5,0.44,1.85,-5.09258441e-11,0.3124117712333046
5,0.45,1.85,-1.28724196e-10,0.3124117712333046
5,0.46,1.85,-3.18166812e-10,0.3124117712333046
5,0.47,1.85,-7.53061912e-10,0.3124117712333046
5,0.48,1.85,-1.68346854e-09,0.3124117712333046
5,0.49,1.85,-3.53266451e-09,0.3124117712333046
5,0.5,1.85,-6.97477354e-09,0.3124117712333046
5,0.51,1.85,-1.30750828e-08,0.3124117712333046
5,0.52,1.85,-2.35572426e-08,0.3124117712333046
5,0.53,1.85,-4.1271491e-08,0.3124117712333046
5,0.54,1.85,-7.09696559e-08,0.3124117712333046
5,0.55,1.85,-1.20553297e-07,0.3124117712333046
5,0.56,1.85,-2.02992862e-07,0.3124117712333046
5,0.57,1.85,-3.38949392e-07,0.3124117712333046
5,0.58,1.85,-5.59441785e-07,0.3124117712333046
5,0.59,1.85,-9.06575842e-07,0.3124117712333046
5,0.6,1.85,-1.42961691e-06,0.3124117712333046
5,0.61,1.85,-2.17603168e-06,0.3124117712333046
5,0.62,1.85,-3.18186638e-06,0.3124117712333046
5,0.63,1.85,-4.46711556e-06,0.3124117712333046
5,0.64,1.85,-6.03736681e-06,0.3124117712333046
5,0.65,1.85,-7.88866058e-06,0.3124117712333046
5,0.66,1.85,-1.00122175e-05,0.3124117712333046
5,0.67,1.85,-1.23975963e-05,0.3124117712333046
5,0.68,1.85,-1.50343283e-05,0.3124117712333046
5,0.69,1.85,-1.79125606e-05,0.3124117712333046
5,0.7,1.85,-2.10231856e-05,0.3124117712333046
5,0.71,1.85,-2.43577588e-05,0.3124117712333046
5,0.72,1.85,-2.79083566e-05,0.3124117712333046
5,0.73,1.85,-3.16674428e-05,0.3124117712333046
5,0.74,1.85,-3.56277642e-05,0.3124117712333046
5,0.75,1.85,-3.97822784e-05,0.3124117712333046
5,0.76,1.85,-4.41241082e-05,0.3124117712333046
5,0.77,1.85,-4.86465164e-05,0.3124117712333046
5,0.78,1.85,-5.33428933e-05,0.3124117712333046
5,0.79,1.85,-5.82067547e-05,0.3124117712333046
5,0.8,1.85,-6.32317435e-05,0.3124117712333046
5,0.81,1.85,-6.84116358e-05,0.3124117712333046
5,0.82,1.85,-7.37403467e-05,0.3124117712333046
5,0.83,1.85,-7.9211937e-05,0.3124117712333046
5,0.84,1.85,-8.48206194e-05,0.3124117712333046
5,0.85,1.85,-9.05607635e-05,0.3124117712333046
5,0.86,1.85,-9.64269e-05,0.3124117712333046
5,0.87,1.85,-0.000102413723,0.3124117712333046
5,0.88,1.85,-0.000108516094,0.3124117712333046
5,0.89,1.85,-0.000114729038,0.3124117712333046
5,0.9,1.85,-0.00012104775,0.3124117712333046
5,0.91,1.85,-0.000127467589,0.3124117712333046
5,0.92,1.85,-0.000133984076,0.3124117712333046
5,0.93,1.85,-0.000140592898,0.3124117712333046
5,0.94,1.85,-0.000147289896,0.3124117712333046
5,0.95,1.85,-0.00015407107,0.3124117712333046
5,0.96,1.85,-0.00016093257,0.3124117712333046
5,0.97,1.85,-0.000167870693,0.3124117712333046
5,0.98,1.85,-0.000174881879,0.3124117712333046
5,0.99,1.85,-0.000181962712,0.3124117712333046
5,1.0,1.85,-0.000189109907,0.3124117712333046
5,1.01,1.85,-0.000196320313,0.3124117712333046
5,1.02,1.85,-0.000203590903,0.3124117712333046
5,1.03,1.85,-0.000210918772,0.3124117712333046
5,1.04,1.85,-0.000218301133,0.3124117712333046
5,1.05,1.85,-0.000225735313,0.3124117712333046
5,1.06,1.85,-0.000233218744,0.3124117712333046
5,1.07,1.85,-0.000240748964,0.3124117712333046
5,1.08,1.85,-0.000248323613,0.3124117712333046
5,1.09,1.85,-0.000255940424,0.3124117712333046
5,1.1,1.85,-0.000263597224,0.3124117712333046
5,1.11,1.85,-0.000271291928,0.3124117712333046
5,1.12,1.85,-0.000279022534,0.3124117712333046
5,1.13,1.85,-0.000286787123,0.3124117712333046
5,1.14,1.85,-0.000294583853,0.3124117712333046
5,1.15,1.85,-0.000302410957,0.3124117712333046
5,1.16,1.85,-0.000310266738,0.3124117712333046
5,1.17,1.85,-0.000318149568,0.3124117712333046
5,1.18,1.85,-0.000326057883,0.3124117712333046
5,1.19,1.85,-0.000333990184,0.3124117712333046
5,1.2,1.85,-0.000341945028,0.3124117712333046
5,1.21,1.85,-0.000349921033,0.3124117712333046
5,1.22,1.85,-0.00035791687,0.3124117712333046
5,1.23,1.85,-0.00036593126,0.3124117712333046
5,1.24,1.85,-0.000373962979,0.3124117712333046
5,1.25,1.85,-0.000382010848,0.3124117712333046
5,1.26,1.85,-0.000390073733,0.3124117712333046
5,1.27,1.85,-0.000398150547,0.3124117712333046
5,1.28,1.85,-0.000406240242,0.3124117712333046
5,1.29,1.85,-0.000414341813,0.3124117712333046
5,1.3,1.85,-0.000422454291,0.3124117712333046
5,1.31,1.85,-0.000430576746,0.3124117712333046
5,1.32,1.85,-0.000438708283,0.3124117712333046
5,1.33,1.85,-0.000446848041,0.3124117712333046
5,1.34,1.85,-0.00045499519,0.3124117712333046
5,1.35,1.85,-0.000463148933,0.3124117712333046
5,1.36,1.85,-0.000471308503,0.3124117712333046
5,1.37,1.85,-0.00047947316,0.3124117712333046
5,1.38,1.85,-0.000487642193,0.3124117712333046
5,1.39,1.85,-0.000495814916,0.3124117712333046
5,1.4,1.85,-0.000503990671,0.3124117712333046
5,1.41,1.85,-0.000512168821,0.3124117712333046
5,1.42,1.85,-0.000520348753,0.3124117712333046
5,1.43,1.85,-0.000528529879,0.3124117712333046
5,1.44,1.85,-0.000536711629,0.3124117712333046
5,1.45,1.85,-0.000544893456,0.3124117712333046
5,1.46,1.85,-0.000553074831,0.3124117712333046
5,1.47,1.85,-0.000561255246,0.3124117712333046
5,1.48,1.85,-0.00056943421,0.3124117712333046
5,1.49,1.85,-0.000577611249,0.3124117712333046
5,1.5,1.85,-0.000585785907,0.3124117712333046
5,1.51,1.85,-0.000593957744,0.3124117712333046
5,1.52,1.85,-0.000602126335,0.3124117712333046
5,1.53,1.85,-0.000610291272,0.3124117712333046
5,1.54,1.85,-0.000618452158,0.3124117712333046
5,1.55,1.85,-0.000626608612,0.3124117712333046
5,1.56,1.85,-0.000634760267,0.3124117712333046
5,1.57,1.85,-0.000642906768,0.3124117712333046
5,1.58,1.85,-0.000651047771,0.3124117712333046
5,1.59,1.85,-0.000659182946,0.3124117712333046
5,1.6,1.85,-0.000667311974,0.3124117712333046
5,1.61,1.85,-0.000675434546,0.3124117712333046
5,1.62,1.85,-0.000683550365,0.3124117712333046
5,1.63,1.85,-0.000691659143,0.3124117712333046
5,1.64,1.85,-0.000699760602,0.3124117712333046
5,1.65,1.85,-0.000707854474,0.3124117712333046
5,1.66,1.85,-0.0007159405,0.3124117712333046
5,1.67,1.85,-0.00072401843,0.3124117712333046
5,1.68,1.85,-0.000732088022,0.3124117712333046
5,1.69,1.85,-0.000740149043,0.3124117712333046
5,1.7,1.85,-0.000748201266,0.3124117712333046
5,1.71,1.85,-0.000756244474,0.3124117712333046
5,1.72,1.85,-0.000764278456,0.3124117712333046
5,1.73,1.85,-0.000772303008,0.3124117712333046
5,1.74,1.85,-0.000780317933,0.3124117712333046
5,1.75,1.85,-0.000788323041,0.3124117712333046
5,1.76,1.85,-0.000796318148,0.3124117712333046
5,1.77,1.85,-0.000804303075,0.3124117712333046
5,1.78,1.85,-0.000812277652,0.3124117712333046
5,1.79,1.85,-0.000820241711,0.3124117712333046
5,1.8,1.85,-0.000828195091,0.3124117712333046
5,1.81,1.85,-0.000836137638,0.3124117712333046
5,1.82,1.85,-0.0008440692,0.3124117712333046
5,1.83,1.85,-0.000851989632,0.3124117712333046
5,1.84,1.85,-0.000859898793,0.3124117712333046
5,1.85,1.85,-0.000867796548,0.3124117712333046
